User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:12:59Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",4421e233-6ca0-41c0-9c51-1a6b47381dcc,13e8dfb3-544a-4b94-b03b-77a30100c8eb,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:12:59Z,iam.amazonaws.com,AddUserToGroup,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",fca9dc89-97fc-4ee8-9fa8-c067f35a72c4,aeb8a952-82c2-48ba-a734-c845c2dc97db,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:12:58Z,iam.amazonaws.com,CreateUser,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::666595451426:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAZWNBPMIRNHAT3BWCW""}]",d46ceb88-7666-48f7-9191-b36296a2b27c,1366ceec-301a-4153-a56b-039f9dea5bb9,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:11:51Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",f132511a-df19-4b34-8b3b-f1dde04e2a18,1b14d274-ca4b-44ad-b67f-eefd0440de89,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:11:51Z,iam.amazonaws.com,RemoveUserFromGroup,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",740e98b7-df58-4540-8906-3a10ae84a52d,f6560588-7ff9-4d13-baa7-d8507fb43923,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRMTJ6ZA5P,2021-02-21T18:11:51Z,iam.amazonaws.com,DeleteUser,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",ef977222-3921-4c13-9a4a-3aa7ca9b542d,fc129d13-8419-4f55-bc5a-16a8860fef28,false,AwsApiCall,666595451426,Management
Tyler,,2021-02-21T18:11:28Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,bae966de-1f07-49d8-ab9f-353430dedb38,false,AwsConsoleSignIn,666595451426,Management
CloudTrail,ASIAZWNBPMIRK5ELVYPX,2021-02-21T18:10:55Z,cloudtrail.amazonaws.com,DeleteTrail,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""}]",287d9536-4f1b-4a72-a7fb-9afa4f64ff97,e0fa127d-c71d-40df-801d-8bdc944e94b3,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRK5ELVYPX,2021-02-21T18:09:36Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""}]",29a53c70-bdd5-44e7-b1cf-d5d3bbdeec7d,a1a6ee14-75a6-406b-88be-73f3cd02a83b,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRK5ELVYPX,2021-02-21T18:06:54Z,cloudtrail.amazonaws.com,StopLogging,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""}]",4c1bcfec-7066-4c7d-b5a2-daf83d4f44bf,7c117361-f648-4eba-b4ba-74da209a74da,false,AwsApiCall,666595451426,Management
CloudTrail,,2021-02-21T18:03:13Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,a1dbbdf6-d851-4c17-bcba-68602a06a155,false,AwsConsoleSignIn,666595451426,Management
Accountant,,2021-02-21T18:02:20Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,e9102200-976d-4790-aab9-1191c4f806be,false,AwsConsoleSignIn,666595451426,Management
CloudTrail,,2021-02-21T18:00:15Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,5a5caf07-ee74-4f20-a997-07bae95160cd,false,AwsConsoleSignIn,666595451426,Management
Accountant,,2021-02-21T17:57:20Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,4a36e3e5-2ccb-4587-8333-9152c9f2f1d2,false,AwsConsoleSignIn,666595451426,Management
CloudTrail,,2021-02-21T17:54:11Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,6c54e65c-6c0d-4b55-b743-67ecaa3eb800,false,AwsConsoleSignIn,666595451426,Management
Tyler,ASIAZWNBPMIRA24A7UVQ,2021-02-21T17:53:52Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",0d539ffe-37b4-406d-bd09-4dbc515e175d,6f13ad04-16d3-4fa3-937e-d372f93d54de,false,AwsApiCall,666595451426,Management
Tyler,,2021-02-21T17:51:07Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,3d9447d9-8622-4b92-8afb-d8f62c863af3,false,AwsConsoleSignIn,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:15Z,logs.amazonaws.com,CreateLogGroup,us-east-1,140.118.110.164,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation",,[],0c934a6c-4851-4239-aad9-3f523d3b1066,5a9425a3-4231-4248-8a9b-6102410e12c5,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,kms.amazonaws.com,CreateAlias,us-east-1,140.118.110.164,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation",,[],69d14013-4041-49b3-93f2-5e77bab2f876,21582acd-f5d2-4c21-8a26-33e09388d37e,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""}]",f5304217-2539-4801-ae31-4ae774435214,2f0938a9-a76f-4449-be70-a61c1fed9c07,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""}]",3cb48405-7dc4-4bed-9a7c-eaa9f3505cc2,46a31d49-4282-403a-9486-619ddd5e89c7,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-8e9da38e""}]",CC41AA524689D940,8fcbfd6d-7188-4a0f-bbce-d1961f0f8f55,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-8e9da38e""}]",E48E5FC864330541,96a949a1-4dc9-4224-8688-c73640c8d725,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,kms.amazonaws.com,CreateKey,us-east-1,140.118.110.164,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation",,"[{""resourceType"":""AWS::KMS::Key"",""resourceName"":""c3e32da6-4b45-4e8b-95f1-9b7a07902a3a""}]",db99558b-d84b-4fef-8944-43b24626dbd6,ef668d41-fbb9-423e-afa8-1b353e291597,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",23ea34ce-2f65-41eb-8d9a-03f90417c9c7,f0666379-fcad-4a21-a10a-8912c6356468,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:14Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:666595451426:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-8e9da38e""},{""resourceType"":""AWS::KMS::Key"",""resourceName"":""arn:aws:kms:us-east-1:666595451426:key/c3e32da6-4b45-4e8b-95f1-9b7a07902a3a""}]",859208c2-9e5b-438a-b532-43c24267eac7,fd12471d-8949-4dd2-a8d3-18a788bf9dfb,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRGJNXVULT,2021-02-21T17:49:13Z,s3.amazonaws.com,CreateBucket,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-8e9da38e""}]",B8F5ABA4003A49F7,5fde76c2-0e33-4370-bc94-5010b77cb0dc,false,AwsApiCall,666595451426,Management
CloudTrail,,2021-02-21T17:47:15Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,e9ea5b12-a66b-4843-a5b5-b45dcdef5764,false,AwsConsoleSignIn,666595451426,Management
Tyler,ASIAZWNBPMIRFAFWHIK2,2021-02-21T17:46:01Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",ad3949d9-4ce9-45e5-8148-708e45e37e86,effd2240-c7a8-4989-9b3a-d199583c989a,false,AwsApiCall,666595451426,Management
Tyler,,2021-02-21T17:44:56Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,d5725a9e-ab4e-4a79-bae9-1263ebad75c3,false,AwsConsoleSignIn,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:43:29Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-57856949""}]",9427CC20F3CA5F86,a44fc2ff-c820-49c2-b9be-4cf2fd98fd1d,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:43:29Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-57856949""}]",6809EE1FD1666B4E,a768fa29-4184-4657-b1a7-55df47f35b92,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:43:29Z,s3.amazonaws.com,CreateBucket,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-57856949""}]",9QFM4P1VFR2RDTDG,cde233ef-6cca-490f-8495-0d9a39ea0306,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:33:58Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-afbe2726""}]",1C844C8654853FC5,68f76245-7eac-4636-8369-4974d02ead2a,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:33:58Z,s3.amazonaws.com,CreateBucket,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-afbe2726""}]",B7AEEDB34218ED3F,8af8d06f-eebe-4d46-8554-6e3a571b1262,false,AwsApiCall,666595451426,Management
CloudTrail,ASIAZWNBPMIRPE4UH3VU,2021-02-21T17:33:58Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,140.118.110.164,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-666595451426-afbe2726""}]",F44A50C8A20FBC68,9648ff60-2a30-41c5-8bb0-557e2e7f41ee,false,AwsApiCall,666595451426,Management
CloudTrail,,2021-02-21T17:33:21Z,signin.amazonaws.com,ConsoleLogin,us-east-1,140.118.110.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,2fe1830f-f520-4a50-8f4f-add6da665582,false,AwsConsoleSignIn,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:32:04Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",16018477-c808-4925-84a6-af782565565e,fe6bd686-027a-490a-8d7e-986afd0cb684,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:32:02Z,iam.amazonaws.com,CreateUser,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::666595451426:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAZWNBPMIRI7Q4BNT7A""}]",f0b12950-0f36-42cc-aebb-5eb75179bc3d,5898917b-62a0-45d1-987c-7bdc273fb23c,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:32:02Z,iam.amazonaws.com,AddUserToGroup,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",51a418f9-b80e-4ad2-875b-c9c2a6137e2b,e13d1ae8-a539-46be-a290-f4c1f2dce4c2,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:31:10Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",c50a724c-cbc8-4a47-8db0-a87f39f8504d,3d614ee9-3b18-4efd-b7bc-738db3a86e4e,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:31:09Z,iam.amazonaws.com,AddUserToGroup,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",a79af7ba-2da6-4743-a17f-62a4867855e9,4b9f6261-319f-47b1-8259-b484ab85f609,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:31:08Z,iam.amazonaws.com,CreateUser,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::666595451426:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAZWNBPMIRC6QG7WXRW""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",b48ea750-48ef-4205-bdba-83779381d9c0,0b41d11f-6523-448c-bab1-eacdb25a64bb,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:29:30Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",fd55b2e2-55c5-412d-96ff-72c2a5b8e57d,0dee07d6-0a42-41c4-9156-be31bfdcb88c,false,AwsApiCall,666595451426,Management
Tyler,ASIAZWNBPMIRNX2VL2WL,2021-02-21T17:29:30Z,iam.amazonaws.com,CreateGroup,us-east-1,140.118.110.164,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAZWNBPMIRDCOPQ7JVE""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::666595451426:group/Reviewers""}]",dde15780-54b0-4c58-be4a-4f5640a769f2,d3b5139f-7441-422d-8657-8c00acd96987,false,AwsApiCall,666595451426,Management
